service_id,date,exception_type
1586-4-0600092024-CTZ#BAO,20240925,2
1607-1-0845082024-OSU#PCG,20240808,2
1607-1-0845082024-OSU#PCG,20240822,2
1607-1-0845082024-OSU#PCG,20240829,2
1607-1-0845102024-OSU#PCG,20241007,2
1607-1-0845102024-OSU#PCG,20241014,2
1607-1-0945112024-OSU#PCG,20241104,2
1607-1-0945112024-OSU#PCG,20241118,2
1607-1-0945112024-OSU#PCG,20241125,2
1607-2-1400082024-PCG#OSU,20240808,2
1607-2-1400082024-PCG#OSU,20240822,2
1607-2-1400082024-PCG#OSU,20240829,2
1607-2-1400102024-PCG#OSU,20241007,2
1607-2-1400102024-PCG#OSU,20241014,2
1607-2-1500112024-PCG#OSU,20241104,2
1607-2-1500112024-PCG#OSU,20241118,2
1607-2-1500112024-PCG#OSU,20241125,2
1614-10-0330072024-LEM#PQB,20240702,2
1614-10-0330072024-LEM#PQB,20240703,2
1614-10-0330102024-LEM#PQB,20241008,2
1614-10-0330102024-LEM#PQB,20241009,2
1614-10-0330102024-LEM#PQB,20241015,2
1614-10-0330102024-LEM#PQB,20241016,2
1614-11-2100072024-PQB#LEM,20240702,2
1614-11-2100072024-PQB#LEM,20240703,2
1614-11-2100102024-PQB#LEM,20241008,2
1614-11-2100102024-PQB#LEM,20241009,2
1614-11-2100102024-PQB#LEM,20241015,2
1614-11-2100102024-PQB#LEM,20241016,2
1614-5-1015102024-NAN#PQB,20241005,2
1614-5-1015102024-NAN#PQB,20241012,2
1614-5-1115112024-NAN#PQB,20241104,2
1614-5-1115112024-NAN#PQB,20241116,2
1614-5-1115112024-NAN#PQB,20241118,2
1614-5-1115112024-NAN#PQB,20241123,2
1614-5-1115112024-NAN#PQB,20241125,2
1614-6-1645102024-PQB#NAN,20241005,2
1614-6-1645102024-PQB#NAN,20241012,2
1614-6-1745112024-PQB#NAN,20241104,2
1614-6-1745112024-PQB#NAN,20241116,2
1614-6-1745112024-PQB#NAN,20241118,2
1614-6-1745112024-PQB#NAN,20241123,2
1614-6-1745112024-PQB#NAN,20241125,2
1614-7-1430072024-NAN#PQB,20240702,2
1614-7-1430072024-NAN#PQB,20240703,2
1614-7-1430102024-NAN#PQB,20241008,2
1614-7-1430102024-NAN#PQB,20241009,2
1614-7-1430102024-NAN#PQB,20241015,2
1614-7-1430102024-NAN#PQB,20241016,2
1614-8-0745072024-PQB#NAN,20240702,2
1614-8-0745072024-PQB#NAN,20240703,2
1614-8-0745102024-PQB#NAN,20241008,2
1614-8-0745102024-PQB#NAN,20241009,2
1614-8-0745102024-PQB#NAN,20241015,2
1614-8-0745102024-PQB#NAN,20241016,2
1616-1-0815072024-LYO#LAU,20240702,2
1616-1-0815072024-LYO#LAU,20240703,2
1616-1-0815072024-LYO#LAU,20240704,2
1616-1-0815102024-LYO#LAU,20241008,2
1616-1-0815102024-LYO#LAU,20241009,2
1616-1-0815102024-LYO#LAU,20241010,2
1616-1-0815102024-LYO#LAU,20241015,2
1616-1-0815102024-LYO#LAU,20241016,2
1616-1-0815102024-LYO#LAU,20241017,2
1616-2-1315072024-LAU#LYO,20240702,2
1616-2-1315072024-LAU#LYO,20240703,2
1616-2-1315072024-LAU#LYO,20240704,2
1616-2-1315102024-LAU#LYO,20241008,2
1616-2-1315102024-LAU#LYO,20241009,2
1616-2-1315102024-LAU#LYO,20241010,2
1616-2-1315102024-LAU#LYO,20241015,2
1616-2-1315102024-LAU#LYO,20241016,2
1616-2-1315102024-LAU#LYO,20241017,2
1619-5-0900112024-PQB#VLC,20241119,2
1619-5-0900112024-PQB#VLC,20241126,2
1619-8-1140112024-VLC#PQB,20241118,2
1619-8-1140112024-VLC#PQB,20241125,2
1621-1-0630112024-NAN#BAC,20241105,2
1621-1-0630112024-NAN#BAC,20241119,2
1621-1-0630112024-NAN#BAC,20241126,2
1621-2-0540112024-BAC#NAN,20241104,2
1621-2-0540112024-BAC#NAN,20241118,2
1621-2-0540112024-BAC#NAN,20241125,2
1624-1-0820102024-ANN#NAN,20241009,2
1624-1-0820102024-ANN#NAN,20241016,2
1624-2-0800072024-NAN#ANN,20240704,2
1624-2-0800102024-NAN#ANN,20241010,2
1624-2-0800102024-NAN#ANN,20241017,2
1624-4-1555072024-CLF#ANN,20240711,2
1624-4-1555072024-CLF#ANN,20240718,2
1624-4-1555072024-CLF#ANN,20240725,2
1624-4-1555102024-CLF#ANN,20241009,2
1624-4-1555102024-CLF#ANN,20241016,2
1627-1-0730102024-CLF#TOY,20241009,2
1627-1-0730102024-CLF#TOY,20241016,2
1627-1-0830112024-CLF#TOY,20241103,2
1627-1-0830112024-CLF#TOY,20241117,2
1627-1-0830112024-CLF#TOY,20241124,2
1627-2-0610102024-TOY#CLF,20241010,2
1627-2-0610102024-TOY#CLF,20241017,2
1627-2-0710112024-TOY#CLF,20241104,2
1627-2-0710112024-TOY#CLF,20241118,2
1627-2-0710112024-TOY#CLF,20241125,2
1628-1-1345102024-MTP#TLN,20241007,2
1628-1-1345102024-MTP#TLN,20241008,2
1628-1-1345102024-MTP#TLN,20241009,2
1628-1-1345102024-MTP#TLN,20241010,2
1628-1-1345102024-MTP#TLN,20241014,2
1628-1-1345102024-MTP#TLN,20241015,2
1628-1-1345102024-MTP#TLN,20241016,2
1628-1-1345102024-MTP#TLN,20241017,2
1628-1-1445112024-MTP#TLN,20241104,2
1628-1-1445112024-MTP#TLN,20241118,2
1628-1-1445112024-MTP#TLN,20241125,2
1628-2-0755102024-TLN#MTP,20241007,2
1628-2-0755102024-TLN#MTP,20241008,2
1628-2-0755102024-TLN#MTP,20241009,2
1628-2-0755102024-TLN#MTP,20241010,2
1628-2-0755102024-TLN#MTP,20241014,2
1628-2-0755102024-TLN#MTP,20241015,2
1628-2-0755102024-TLN#MTP,20241016,2
1628-2-0755102024-TLN#MTP,20241017,2
1628-2-0855112024-TLN#MTP,20241104,2
1628-2-0855112024-TLN#MTP,20241118,2
1628-2-0855112024-TLN#MTP,20241125,2
1631-1-1330102024-BAC#BDX,20241007,2
1631-1-1330102024-BAC#BDX,20241008,2
1631-1-1330102024-BAC#BDX,20241009,2
1631-1-1330102024-BAC#BDX,20241014,2
1631-1-1330102024-BAC#BDX,20241015,2
1631-1-1330102024-BAC#BDX,20241016,2
1631-1-1430112024-BAC#BDX,20241104,2
1631-1-1430112024-BAC#BDX,20241118,2
1631-1-1430112024-BAC#BDX,20241125,2
1631-2-1405102024-BDX#BAC,20241008,2
1631-2-1405102024-BDX#BAC,20241009,2
1631-2-1405102024-BDX#BAC,20241010,2
1631-2-1405102024-BDX#BAC,20241015,2
1631-2-1405102024-BDX#BAC,20241016,2
1631-2-1405102024-BDX#BAC,20241017,2
1631-2-1505112024-BDX#BAC,20241105,2
1631-2-1505112024-BDX#BAC,20241119,2
1631-2-1505112024-BDX#BAC,20241126,2
1633-1-0950102024-TRS#PQB,20241007,2
1633-1-0950102024-TRS#PQB,20241010,2
1633-1-0950102024-TRS#PQB,20241014,2
1633-1-0950102024-TRS#PQB,20241017,2
1633-1-1050112024-TRS#PQB,20241104,2
1633-1-1050112024-TRS#PQB,20241107,2
1633-1-1050112024-TRS#PQB,20241118,2
1633-1-1050112024-TRS#PQB,20241121,2
1633-1-1050112024-TRS#PQB,20241125,2
1633-1-1050112024-TRS#PQB,20241128,2
1633-2-1425102024-PQB#TRS,20241007,2
1633-2-1425102024-PQB#TRS,20241010,2
1633-2-1425102024-PQB#TRS,20241014,2
1633-2-1425102024-PQB#TRS,20241017,2
1633-2-1525112024-PQB#TRS,20241104,2
1633-2-1525112024-PQB#TRS,20241107,2
1633-2-1525112024-PQB#TRS,20241118,2
1633-2-1525112024-PQB#TRS,20241121,2
1633-2-1525112024-PQB#TRS,20241125,2
1633-2-1525112024-PQB#TRS,20241128,2
1642-102-1715082024-RAC#PQB,20240808,2
1642-102-1715082024-RAC#PQB,20240822,2
1642-102-1715082024-RAC#PQB,20240829,2
1642-141-0840082024-PDS#RAC,20240808,2
1642-141-0840082024-PDS#RAC,20240822,2
1642-142-1200082024-RAC#PDS,20240808,2
1642-142-1200082024-RAC#PDS,20240822,2
1642-142-1200082024-RAC#PDS,20240829,2
1642-143-1415082024-PDS#RAC,20240808,2
1642-143-1415082024-PDS#RAC,20240822,2
1642-143-1415082024-PDS#RAC,20240829,2
1642-2-1630072024-RAC#PQB,20240703,2
1642-2-1630082024-RAC#PQB,20240815,2
1642-41-0840072024-PLD#RAC,20240703,2
1642-41-0840082024-PLD#RAC,20240815,2
1642-42-1100072024-RAC#PLD,20240703,2
1642-42-1100082024-RAC#PLD,20240815,2
1642-43-1345072024-PLD#RAC,20240703,2
1642-43-1345082024-PLD#RAC,20240815,2
1645-5-1130102024-TRS#PQB,20241010,2
1645-5-1130102024-TRS#PQB,20241017,2
1645-5-1230112024-TRS#PQB,20241104,2
1645-5-1230112024-TRS#PQB,20241118,2
1645-5-1230112024-TRS#PQB,20241125,2
1645-8-0700102024-PQB#TRS,20241010,2
1645-8-0700102024-PQB#TRS,20241017,2
1645-8-0800112024-PQB#TRS,20241104,2
1645-8-0800112024-PQB#TRS,20241118,2
1645-8-0800112024-PQB#TRS,20241125,2
167-12-0700062024-L#PRA,20240604,2
167-12-0700062024-L#PRA,20240605,2
167-12-0700062024-L#PRA,20240611,2
167-12-0700062024-L#PRA,20240612,2
167-12-0700062024-L#PRA,20240618,2
167-12-0700062024-L#PRA,20240619,2
167-12-0700102024-L#PRA,20241009,2
167-12-0700102024-L#PRA,20241016,2
167-12-0700102024-L#PRA,20241023,2
167-9-1240062024-PRA#L,20240604,2
167-9-1240062024-PRA#L,20240605,2
167-9-1240062024-PRA#L,20240611,2
167-9-1240062024-PRA#L,20240612,2
167-9-1240062024-PRA#L,20240618,2
167-9-1240062024-PRA#L,20240619,2
167-9-1240102024-PRA#L,20241009,2
167-9-1240102024-PRA#L,20241016,2
167-9-1240102024-PRA#L,20241023,2
1687-2-0650092024-SXP#CLF,20240908,2
1687-2-0650092024-SXP#CLF,20240915,2
1687-2-0650092024-SXP#CLF,20240922,2
1687-2-0650102024-SXP#CLF,20241006,2
1687-2-0650102024-SXP#CLF,20241007,2
1687-2-0650102024-SXP#CLF,20241008,2
1687-2-0650102024-SXP#CLF,20241009,2
1687-2-0650102024-SXP#CLF,20241013,2
1687-2-0650102024-SXP#CLF,20241014,2
1687-2-0650102024-SXP#CLF,20241015,2
1687-2-0650102024-SXP#CLF,20241016,2
1687-2-0750112024-SXP#CLF,20241104,2
1687-2-0750112024-SXP#CLF,20241110,2
1687-2-0750112024-SXP#CLF,20241117,2
1687-2-0750112024-SXP#CLF,20241118,2
1687-2-0750112024-SXP#CLF,20241124,2
1687-2-0750112024-SXP#CLF,20241125,2
1687-3-0200092024-CLF#SXP,20240908,2
1687-3-0200092024-CLF#SXP,20240915,2
1687-3-0200092024-CLF#SXP,20240922,2
1687-3-0200102024-CLF#SXP,20241006,2
1687-3-0200102024-CLF#SXP,20241007,2
1687-3-0200102024-CLF#SXP,20241008,2
1687-3-0200102024-CLF#SXP,20241009,2
1687-3-0200102024-CLF#SXP,20241013,2
1687-3-0200102024-CLF#SXP,20241014,2
1687-3-0200102024-CLF#SXP,20241015,2
1687-3-0200102024-CLF#SXP,20241016,2
1687-3-0300112024-CLF#SXP,20241104,2
1687-3-0300112024-CLF#SXP,20241110,2
1687-3-0300112024-CLF#SXP,20241117,2
1687-3-0300112024-CLF#SXP,20241118,2
1687-3-0300112024-CLF#SXP,20241124,2
1687-3-0300112024-CLF#SXP,20241125,2
1689-1-0405072024-GBL#LAU,20240702,2
1689-1-0405072024-GBL#LAU,20240703,2
1689-1-0405072024-GBL#LAU,20240704,2
1689-1-0405102024-GBL#LAU,20241008,2
1689-1-0405102024-GBL#LAU,20241009,2
1689-1-0405102024-GBL#LAU,20241010,2
1689-1-0405102024-GBL#LAU,20241015,2
1689-1-0405102024-GBL#LAU,20241016,2
1689-1-0405102024-GBL#LAU,20241017,2
1689-2-1000072024-LAU#GBL,20240702,2
1689-2-1000072024-LAU#GBL,20240703,2
1689-2-1000072024-LAU#GBL,20240704,2
1689-2-1000102024-LAU#GBL,20241008,2
1689-2-1000102024-LAU#GBL,20241009,2
1689-2-1000102024-LAU#GBL,20241010,2
1689-2-1000102024-LAU#GBL,20241015,2
1689-2-1000102024-LAU#GBL,20241016,2
1689-2-1000102024-LAU#GBL,20241017,2
170-1-0510062024-PRA#GOH,20240604,2
170-2-0725062024-GOH#PRA,20240605,2
1702-1-1130102024-PQB#BST,20241007,2
1702-1-1130102024-PQB#BST,20241008,2
1702-1-1130102024-PQB#BST,20241009,2
1702-1-1130102024-PQB#BST,20241014,2
1702-1-1130102024-PQB#BST,20241015,2
1702-1-1130102024-PQB#BST,20241016,2
1702-1-1230112024-PQB#BST,20241104,2
1702-1-1230112024-PQB#BST,20241118,2
1702-1-1230112024-PQB#BST,20241125,2
1702-2-0750072024-BST#PQB,20240702,2
1702-2-0750072024-BST#PQB,20240703,2
1702-2-0750072024-BST#PQB,20240704,2
1702-2-0750102024-BST#PQB,20241008,2
1702-2-0750102024-BST#PQB,20241009,2
1702-2-0750102024-BST#PQB,20241010,2
1702-2-0750102024-BST#PQB,20241015,2
1702-2-0750102024-BST#PQB,20241016,2
1702-2-0750102024-BST#PQB,20241017,2
1702-2-0850112024-BST#PQB,20241105,2
1702-2-0850112024-BST#PQB,20241119,2
1702-2-0850112024-BST#PQB,20241126,2
1704-14-0835102024-LOR#PQB,20241007,2
1704-14-0835102024-LOR#PQB,20241008,2
1704-14-0835102024-LOR#PQB,20241009,2
1704-14-0835102024-LOR#PQB,20241014,2
1704-14-0835102024-LOR#PQB,20241015,2
1704-14-0835102024-LOR#PQB,20241016,2
1704-14-0935112024-LOR#PQB,20241104,2
1704-14-0935112024-LOR#PQB,20241118,2
1704-14-0935112024-LOR#PQB,20241125,2
1704-7-0600072024-PQB#LOR,20240702,2
1704-7-0600072024-PQB#LOR,20240703,2
1704-7-0600072024-PQB#LOR,20240704,2
1704-7-0600102024-PQB#LOR,20241008,2
1704-7-0600102024-PQB#LOR,20241009,2
1704-7-0600102024-PQB#LOR,20241010,2
1704-7-0600102024-PQB#LOR,20241015,2
1704-7-0600102024-PQB#LOR,20241016,2
1704-7-0600102024-PQB#LOR,20241017,2
1704-7-0700112024-PQB#LOR,20241105,2
1704-7-0700112024-PQB#LOR,20241119,2
1707-10-1210102024-OSU#AMY,20241008,2
1707-10-1210102024-OSU#AMY,20241009,2
1707-10-1210102024-OSU#AMY,20241015,2
1707-10-1210102024-OSU#AMY,20241016,2
1707-10-1310112024-OSU#AMY,20241104,2
1707-10-1310112024-OSU#AMY,20241118,2
1707-10-1310112024-OSU#AMY,20241125,2
1707-11-0720072024-AMY#OSU,20240703,2
1707-11-0720072024-AMY#OSU,20240704,2
1707-11-0720072024-AMY#OSU,20240705,2
1707-11-0720102024-AMY#OSU,20241009,2
1707-11-0720102024-AMY#OSU,20241010,2
1707-11-0720102024-AMY#OSU,20241016,2
1707-11-0720102024-AMY#OSU,20241017,2
1707-11-0820112024-AMY#OSU,20241105,2
1707-11-0820112024-AMY#OSU,20241108,2
1707-11-0820112024-AMY#OSU,20241115,2
1707-11-0820112024-AMY#OSU,20241119,2
1707-11-0820112024-AMY#OSU,20241122,2
1707-11-0820112024-AMY#OSU,20241126,2
1707-11-0820112024-AMY#OSU,20241129,2
1707-2-0530102024-OSU#PQB,20241009,2
1707-2-0530102024-OSU#PQB,20241010,2
1707-2-0530102024-OSU#PQB,20241016,2
1707-2-0530102024-OSU#PQB,20241017,2
1707-2-0630112024-OSU#PQB,20241104,2
1707-2-0630112024-OSU#PQB,20241118,2
1707-2-0630112024-OSU#PQB,20241125,2
1707-3-0830102024-PQB#OSU,20241009,2
1707-3-0830102024-PQB#OSU,20241010,2
1707-3-0830102024-PQB#OSU,20241016,2
1707-3-0830102024-PQB#OSU,20241017,2
1707-3-0930112024-PQB#OSU,20241104,2
1707-3-0930112024-PQB#OSU,20241118,2
1707-3-0930112024-PQB#OSU,20241125,2
1707-8-1500102024-OSU#PQB,20241009,2
1707-8-1500102024-OSU#PQB,20241010,2
1707-8-1500102024-OSU#PQB,20241016,2
1707-8-1500102024-OSU#PQB,20241017,2
1707-8-1600112024-OSU#PQB,20241104,2
1707-8-1600112024-OSU#PQB,20241118,2
1707-8-1600112024-OSU#PQB,20241125,2
1707-9-1805102024-PQB#OSU,20241009,2
1707-9-1805102024-PQB#OSU,20241010,2
1707-9-1805102024-PQB#OSU,20241016,2
1707-9-1805102024-PQB#OSU,20241017,2
1707-9-1905112024-PQB#OSU,20241104,2
1707-9-1905112024-PQB#OSU,20241118,2
1707-9-1905112024-PQB#OSU,20241125,2
1715-1-1430102024-ANG#PQB,20241008,2
1715-1-1430102024-ANG#PQB,20241009,2
1715-1-1430102024-ANG#PQB,20241015,2
1715-1-1430102024-ANG#PQB,20241016,2
1715-6-0935102024-PQB#ANG,20241008,2
1715-6-0935102024-PQB#ANG,20241009,2
1715-6-0935102024-PQB#ANG,20241015,2
1715-6-0935102024-PQB#ANG,20241016,2
1716-1-1130072024-TOU#SET,20240702,2
1716-1-1130072024-TOU#SET,20240703,2
1716-1-1130072024-TOU#SET,20240704,2
1716-1-1130102024-TOU#SET,20241008,2
1716-1-1130102024-TOU#SET,20241009,2
1716-1-1130102024-TOU#SET,20241010,2
1716-1-1130102024-TOU#SET,20241015,2
1716-1-1130102024-TOU#SET,20241016,2
1716-1-1130102024-TOU#SET,20241017,2
1716-1-1230112024-TOU#SET,20241105,2
1716-1-1230112024-TOU#SET,20241119,2
1716-1-1230112024-TOU#SET,20241126,2
1716-2-1045102024-SET#TOU,20241007,2
1716-2-1045102024-SET#TOU,20241008,2
1716-2-1045102024-SET#TOU,20241009,2
1716-2-1045102024-SET#TOU,20241014,2
1716-2-1045102024-SET#TOU,20241015,2
1716-2-1045102024-SET#TOU,20241016,2
1716-2-1145112024-SET#TOU,20241104,2
1716-2-1145112024-SET#TOU,20241118,2
1716-2-1145112024-SET#TOU,20241125,2
172-1-1100062024-H#AAH,20240604,2
172-1-1100062024-H#AAH,20240611,2
172-1-1100062024-H#AAH,20240618,2
172-1-1100082024-H#AAH,20240813,2
172-1-1100082024-H#AAH,20240820,2
172-1-1100082024-H#AAH,20240827,2
172-1-1100102024-H#AAH,20241008,2
172-1-1100102024-H#AAH,20241022,2
172-2-0640062024-AAH#H,20240605,2
172-2-0640062024-AAH#H,20240612,2
172-2-0640062024-AAH#H,20240619,2
172-2-0640082024-AAH#H,20240814,2
172-2-0640082024-AAH#H,20240821,2
172-2-0640082024-AAH#H,20240828,2
172-2-0640102024-AAH#H,20241002,2
172-2-0640102024-AAH#H,20241009,2
172-2-0640102024-AAH#H,20241023,2
1726-1-0645072024-ANN#GEN,20240702,2
1726-1-0645072024-ANN#GEN,20240703,2
1726-1-0645102024-ANN#GEN,20241008,2
1726-1-0645102024-ANN#GEN,20241009,2
1726-1-0645102024-ANN#GEN,20241015,2
1726-1-0645102024-ANN#GEN,20241016,2
1726-2-0755072024-GEN#MIO,20240702,2
1726-2-0755072024-GEN#MIO,20240703,2
1726-2-0755102024-GEN#MIO,20241008,2
1726-2-0755102024-GEN#MIO,20241009,2
1726-2-0755102024-GEN#MIO,20241015,2
1726-2-0755102024-GEN#MIO,20241016,2
1726-3-1020072024-MIO#GEN,20240703,2
1726-3-1020072024-MIO#GEN,20240704,2
1726-3-1020102024-MIO#GEN,20241002,2
1726-3-1020102024-MIO#GEN,20241003,2
1726-3-1020102024-MIO#GEN,20241009,2
1726-3-1020102024-MIO#GEN,20241010,2
1726-3-1020102024-MIO#GEN,20241016,2
1726-3-1020102024-MIO#GEN,20241017,2
1726-4-1825072024-GEN#ANN,20240703,2
1726-4-1825072024-GEN#ANN,20240704,2
1726-4-1825102024-GEN#ANN,20241002,2
1726-4-1825102024-GEN#ANN,20241003,2
1726-4-1825102024-GEN#ANN,20241009,2
1726-4-1825102024-GEN#ANN,20241010,2
1726-4-1825102024-GEN#ANN,20241016,2
1726-4-1825102024-GEN#ANN,20241017,2
1728-1-0600072024-MAA#BAC,20240702,2
1728-1-0600072024-MAA#BAC,20240703,2
1728-1-0600072024-MAA#BAC,20240704,2
1728-1-0600102024-MAA#BAC,20241008,2
1728-1-0600102024-MAA#BAC,20241009,2
1728-1-0600102024-MAA#BAC,20241010,2
1728-1-0600102024-MAA#BAC,20241015,2
1728-1-0600102024-MAA#BAC,20241016,2
1728-1-0600102024-MAA#BAC,20241017,2
1728-1-0700112024-MAA#BAC,20241105,2
1728-1-0700112024-MAA#BAC,20241119,2
1728-1-0700112024-MAA#BAC,20241126,2
1728-2-1055102024-BAC#MAA,20241007,2
1728-2-1055102024-BAC#MAA,20241008,2
1728-2-1055102024-BAC#MAA,20241009,2
1728-2-1055102024-BAC#MAA,20241014,2
1728-2-1055102024-BAC#MAA,20241015,2
1728-2-1055102024-BAC#MAA,20241016,2
1728-2-1155112024-BAC#MAA,20241104,2
1728-2-1155112024-BAC#MAA,20241118,2
1728-2-1155112024-BAC#MAA,20241125,2
173-1-0450092024-OL#GOE,20240916,2
173-1-0450092024-OL#GOE,20240917,2
173-1-0450092024-OL#GOE,20240923,2
173-1-0450092024-OL#GOE,20240924,2
173-1-0450102024-OL#GOE,20241021,2
173-1-0450102024-OL#GOE,20241022,2
173-2-0625092024-GOE#OL,20240917,2
173-2-0625092024-GOE#OL,20240918,2
173-2-0625092024-GOE#OL,20240924,2
173-2-0625092024-GOE#OL,20240925,2
173-2-0625102024-GOE#OL,20241022,2
173-2-0625102024-GOE#OL,20241023,2
1730-3-1220072024-DIJ#MAA,20240702,2
1730-3-1220072024-DIJ#MAA,20240703,2
1730-3-1220102024-DIJ#MAA,20241008,2
1730-3-1220102024-DIJ#MAA,20241009,2
1730-3-1220102024-DIJ#MAA,20241015,2
1730-3-1220102024-DIJ#MAA,20241016,2
1730-3-1320112024-DIJ#MAA,20241104,2
1730-3-1320112024-DIJ#MAA,20241118,2
1730-3-1320112024-DIJ#MAA,20241125,2
1730-6-0830072024-MAA#DIJ,20240703,2
1730-6-0830072024-MAA#DIJ,20240704,2
1730-6-0830102024-MAA#DIJ,20241002,2
1730-6-0830102024-MAA#DIJ,20241003,2
1730-6-0830102024-MAA#DIJ,20241009,2
1730-6-0830102024-MAA#DIJ,20241010,2
1730-6-0830102024-MAA#DIJ,20241016,2
1730-6-0830102024-MAA#DIJ,20241017,2
1730-6-0930112024-MAA#DIJ,20241105,2
1730-6-0930112024-MAA#DIJ,20241119,2
1730-6-0930112024-MAA#DIJ,20241126,2
1731-1-0700102024-BAC#TOU,20241005,2
1731-1-0700102024-BAC#TOU,20241010,2
1731-1-0700102024-BAC#TOU,20241012,2
1731-1-0700102024-BAC#TOU,20241017,2
1731-1-0700102024-BAC#TOU,20241019,2
1731-1-0800112024-BAC#TOU,20241104,2
1731-1-0800112024-BAC#TOU,20241109,2
1731-1-0800112024-BAC#TOU,20241116,2
1731-1-0800112024-BAC#TOU,20241118,2
1731-1-0800112024-BAC#TOU,20241123,2
1731-1-0800112024-BAC#TOU,20241125,2
1731-2-1500102024-TOU#BAC,20241005,2
1731-2-1500102024-TOU#BAC,20241010,2
1731-2-1500102024-TOU#BAC,20241012,2
1731-2-1500102024-TOU#BAC,20241017,2
1731-2-1500102024-TOU#BAC,20241019,2
1731-2-1600112024-TOU#BAC,20241104,2
1731-2-1600112024-TOU#BAC,20241109,2
1731-2-1600112024-TOU#BAC,20241116,2
1731-2-1600112024-TOU#BAC,20241118,2
1731-2-1600112024-TOU#BAC,20241123,2
1731-2-1600112024-TOU#BAC,20241125,2
1732-136-1605082024-LEH#PDS,20240808,2
1732-136-1605082024-LEH#PDS,20240822,2
1732-21-1140082024-ORY#LEH,20240808,2
1732-21-1140082024-ORY#LEH,20240822,2
1732-21-1140082024-ORY#LEH,20240829,2
1732-4-1605082024-LEH#PQB,20240815,2
1732-5-1135082024-PQB#LEH,20240815,2
1733-3-0850092024-TRS#PCG,20240905,2
1733-3-0850092024-TRS#PCG,20240912,2
1733-3-0850102024-TRS#PCG,20241007,2
1733-3-0850102024-TRS#PCG,20241008,2
1733-3-0850102024-TRS#PCG,20241009,2
1733-3-0850102024-TRS#PCG,20241014,2
1733-3-0850102024-TRS#PCG,20241015,2
1733-3-0850102024-TRS#PCG,20241016,2
1733-3-0950112024-TRS#PCG,20241104,2
1733-3-0950112024-TRS#PCG,20241118,2
1733-3-0950112024-TRS#PCG,20241125,2
1733-6-1440092024-PCG#TRS,20240905,2
1733-6-1440092024-PCG#TRS,20240912,2
1733-6-1440102024-PCG#TRS,20241007,2
1733-6-1440102024-PCG#TRS,20241008,2
1733-6-1440102024-PCG#TRS,20241009,2
1733-6-1440102024-PCG#TRS,20241014,2
1733-6-1440102024-PCG#TRS,20241015,2
1733-6-1440102024-PCG#TRS,20241016,2
1733-6-1540112024-PCG#TRS,20241104,2
1733-6-1540112024-PCG#TRS,20241118,2
1733-6-1540112024-PCG#TRS,20241125,2
1737-1-0820112024-DIJ#SET,20241104,2
1737-2-1530112024-SET#DIJ,20241104,2
1739-3-0820102024-GBL#LAU,20241007,2
1739-3-0820102024-GBL#LAU,20241008,2
1739-3-0820102024-GBL#LAU,20241009,2
1739-3-0820102024-GBL#LAU,20241014,2
1739-3-0820102024-GBL#LAU,20241015,2
1739-3-0820102024-GBL#LAU,20241016,2
1739-3-0920112024-GBL#LAU,20241104,2
1739-3-0920112024-GBL#LAU,20241114,2
1739-3-0920112024-GBL#LAU,20241115,2
1739-3-0920112024-GBL#LAU,20241116,2
1739-3-0920112024-GBL#LAU,20241118,2
1739-3-0920112024-GBL#LAU,20241125,2
1739-4-1355102024-LAU#GBL,20241007,2
1739-4-1355102024-LAU#GBL,20241008,2
1739-4-1355102024-LAU#GBL,20241009,2
1739-4-1355102024-LAU#GBL,20241014,2
1739-4-1355102024-LAU#GBL,20241015,2
1739-4-1355102024-LAU#GBL,20241016,2
1739-4-1455112024-LAU#GBL,20241104,2
1739-4-1455112024-LAU#GBL,20241114,2
1739-4-1455112024-LAU#GBL,20241115,2
1739-4-1455112024-LAU#GBL,20241116,2
1739-4-1455112024-LAU#GBL,20241118,2
1739-4-1455112024-LAU#GBL,20241125,2
1742-113-1050082024-PCG#DIE,20240808,2
1742-113-1050082024-PCG#DIE,20240822,2
1742-113-1050082024-PCG#DIE,20240829,2
1742-12-0700072024-DIE#PCG,20240708,2
1742-12-0700072024-DIE#PCG,20240711,2
1742-12-0700072024-DIE#PCG,20240712,2
1742-12-0700072024-DIE#PCG,20240713,2
1742-12-0700072024-DIE#PCG,20240715,2
1742-12-0700072024-DIE#PCG,20240718,2
1742-12-0700072024-DIE#PCG,20240719,2
1742-12-0700072024-DIE#PCG,20240720,2
1742-12-0700072024-DIE#PCG,20240722,2
1742-12-0700072024-DIE#PCG,20240725,2
1742-12-0700072024-DIE#PCG,20240726,2
1742-12-0700072024-DIE#PCG,20240727,2
1742-12-0700072024-DIE#PCG,20240729,2
1742-13-1100082024-PCG#DIE,20240815,2
1742-24-0700082024-DIE#ORY,20240815,2
1742-24-0725082024-DIE#ORY,20240808,2
1742-24-0725082024-DIE#ORY,20240822,2
1747-1-0520112024-TRC#PQB,20241111,2
1747-1-0530112024-TRC#PQB,20241104,2
1747-1-0530112024-TRC#PQB,20241118,2
1747-1-0530112024-TRC#PQB,20241125,2
1747-2-1000112024-PQB#TRC,20241111,2
1747-4-1000112024-PQB#LIL,20241104,2
1747-4-1000112024-PQB#LIL,20241118,2
1747-4-1000112024-PQB#LIL,20241125,2
1747-5-1500112024-LIL#PQB,20241118,2
1747-5-1500112024-LIL#PQB,20241125,2
1747-6-1910112024-PQB#TRC,20241104,2
