route_id,trip_id,service_id,trip_short_name,trip_headsign,route_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_bikes_allowed,bikes_allowed,ticketing_trip_id,ticketing_type
001,001-5-0830092024-FR#M-00,001-5-0830092024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0830102024-FR#M-00,001-5-0830102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0900062024-FR#M-00,001-5-0900062024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0900072024-FR#M-00,001-5-0900072024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0900082024-FR#M-00,001-5-0900082024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0900092024-FR#M-00,001-5-0900092024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0900102024-FR#M-00,001-5-0900102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0930102024-FR#M-00,001-5-0930102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0930112024-FR#M-00,001-5-0930112024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-0930122024-FR#M-00,001-5-0930122024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-1000102024-FR#M-00,001-5-1000102024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-1000112024-FR#M-00,001-5-1000112024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-5-1000122024-FR#M-00,001-5-1000122024-FR#M,,,,1,,9a9e0967bb51ab13a76807ec6e5c5ea3,,,,,1
001,001-8-0750062024-M#FR-00,001-8-0750062024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0750072024-M#FR-00,001-8-0750072024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0750082024-M#FR-00,001-8-0750082024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0750092024-M#FR-00,001-8-0750092024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0750102024-M#FR-00,001-8-0750102024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0850102024-M#FR-00,001-8-0850102024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0850112024-M#FR-00,001-8-0850112024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
001,001-8-0850122024-M#FR-00,001-8-0850122024-M#FR,,,,0,,b68d58fc818a218eb1dc2ecdc3be9044,,,,,1
006,006-1-0730062024-ZH#M-00,006-1-0730062024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0730072024-ZH#M-00,006-1-0730072024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0730082024-ZH#M-00,006-1-0730082024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0730092024-ZH#M-00,006-1-0730092024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0730102024-ZH#M-00,006-1-0730102024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0830102024-ZH#M-00,006-1-0830102024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0830112024-ZH#M-00,006-1-0830112024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-1-0830122024-ZH#M-00,006-1-0830122024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-2-0620062024-M#ZH-00,006-2-0620062024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0620072024-M#ZH-00,006-2-0620072024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0620082024-M#ZH-00,006-2-0620082024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0620092024-M#ZH-00,006-2-0620092024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0620102024-M#ZH-00,006-2-0620102024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0720102024-M#ZH-00,006-2-0720102024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0720112024-M#ZH-00,006-2-0720112024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-2-0720122024-M#ZH-00,006-2-0720122024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-3-1230062024-ZH#M-00,006-3-1230062024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1230072024-ZH#M-00,006-3-1230072024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1230082024-ZH#M-00,006-3-1230082024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1230092024-ZH#M-00,006-3-1230092024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1230102024-ZH#M-00,006-3-1230102024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1330102024-ZH#M-00,006-3-1330102024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1330112024-ZH#M-00,006-3-1330112024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-3-1330122024-ZH#M-00,006-3-1330122024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
006,006-8-1620062024-M#ZH-00,006-8-1620062024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1620072024-M#ZH-00,006-8-1620072024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1620082024-M#ZH-00,006-8-1620082024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1620092024-M#ZH-00,006-8-1620092024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1620102024-M#ZH-00,006-8-1620102024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1720102024-M#ZH-00,006-8-1720102024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1720112024-M#ZH-00,006-8-1720112024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-8-1720122024-M#ZH-00,006-8-1720122024-M#ZH,,,,0,,947549992e0df05e14527b2c67a6ff34,,,,,1
006,006-91-0510082024-ZH#KNZ-00,006-91-0510082024-ZH#KNZ,,,,1,,c7fdcc511c34a70be0132ee8d474e324,,,,,1
006,006-92-0650082024-KNZ#ZH-00,006-92-0650082024-KNZ#ZH,,,,0,,5ea9af51dfa4bdb007c83fd5ea941558,,,,,1
006,006-93-0800082024-ZH#KNZ-00,006-93-0800082024-ZH#KNZ,,,,1,,c7fdcc511c34a70be0132ee8d474e324,,,,,1
006,006-94-0930082024-KNZ#ZH-00,006-94-0930082024-KNZ#ZH,,,,0,,5ea9af51dfa4bdb007c83fd5ea941558,,,,,1
006,006-95-2000082024-ZH#KNZ-00,006-95-2000082024-ZH#KNZ,,,,1,,c7fdcc511c34a70be0132ee8d474e324,,,,,1
006,006-96-2105082024-KNZ#ZH-00,006-96-2105082024-KNZ#ZH,,,,0,,5ea9af51dfa4bdb007c83fd5ea941558,,,,,1
006,006-97-2130082024-ZH#KNZ-00,006-97-2130082024-ZH#KNZ,,,,1,,c7fdcc511c34a70be0132ee8d474e324,,,,,1
006,006-98-2250082024-KNZ#ZH-00,006-98-2250082024-KNZ#ZH,,,,0,,5ea9af51dfa4bdb007c83fd5ea941558,,,,,1
006,006-99-2225082024-ZH#M-00,006-99-2225082024-ZH#M,,,,1,,bd03ad3003c91ae522f8131ae2d5b59c,,,,,1
007,007-72-0615062024-HH#ZH-00,007-72-0615062024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0615072024-HH#ZH-00,007-72-0615072024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0615082024-HH#ZH-00,007-72-0615082024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0615092024-HH#ZH-00,007-72-0615092024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0615102024-HH#ZH-00,007-72-0615102024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0715102024-HH#ZH-00,007-72-0715102024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0715112024-HH#ZH-00,007-72-0715112024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-72-0715122024-HH#ZH-00,007-72-0715122024-HH#ZH,,,,0,,b41569e1395c1d6cec8ebaec5a84df93,,,,,1
007,007-73-0500062024-ZH#HH-00,007-73-0500062024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0500072024-ZH#HH-00,007-73-0500072024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0500082024-ZH#HH-00,007-73-0500082024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0500092024-ZH#HH-00,007-73-0500092024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0500102024-ZH#HH-00,007-73-0500102024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0600102024-ZH#HH-00,007-73-0600102024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
007,007-73-0600112024-ZH#HH-00,007-73-0600112024-ZH#HH,,,,1,,b547f6368e557017087f8fc705bd7834,,,,,1
